OrderID,OrderDate,Store,Category,SubCategory,Sales,Quantity,Discount,Profit,Month,Quarter,Year,MarginPct
104215,2024-01-04,Cork,Electronics,Mobile Accessories,266.4,1,0.0,102.23,2024-01,2024Q1,2024,0.3837
101832,2024-01-04,Dublin,Homeware,Kitchenware,608.81,2,0.0,212.29,2024-01,2024Q1,2024,0.3487
101936,2024-01-04,Cork,Clothing,Footwear,107.6,1,0.05,37.37,2024-01,2024Q1,2024,0.3473
105933,2024-01-04,Dublin,Electronics,Laptops,151.56,1,0.15,36.35,2024-01,2024Q1,2024,0.2398
104770,2024-01-04,Limerick,Clothing,Menswear,113.94,1,0.0,43.64,2024-01,2024Q1,2024,0.383
105211,2024-01-04,Limerick,Clothing,Kidswear,54.48,1,0.05,17.53,2024-01,2024Q1,2024,0.3218
104867,2024-01-04,Cork,Homeware,Storage,133.26,3,0.0,45.65,2024-01,2024Q1,2024,0.3426
104060,2024-01-04,Cork,Clothing,Menswear,31.11,1,0.0,13.36,2024-01,2024Q1,2024,0.4294
101399,2024-01-04,Galway,Clothing,Womenswear,83.64,4,0.0,33.83,2024-01,2024Q1,2024,0.4045
100196,2024-01-04,Cork,Homeware,Storage,896.88,4,0.0,239.78,2024-01,2024Q1,2024,0.2673
100888,2024-01-04,Galway,Clothing,Kidswear,157.64,2,0.0,70.57,2024-01,2024Q1,2024,0.4477
101390,2024-01-04,Dublin,Clothing,Accessories,28.03,1,0.0,9.9,2024-01,2024Q1,2024,0.3532
102720,2024-01-04,Dublin,Homeware,Bedding,696.87,3,0.15,80.49,2024-01,2024Q1,2024,0.1155
101168,2024-01-04,Dublin,Grocery,Fresh Produce,34.45,2,0.2,3.82,2024-01,2024Q1,2024,0.1109
105955,2024-01-04,Limerick,Grocery,Fresh Produce,56.35,4,0.0,23.5,2024-01,2024Q1,2024,0.417
106116,2024-01-04,Dublin,Homeware,Storage,126.21,1,0.05,33.73,2024-01,2024Q1,2024,0.2673
103002,2024-01-05,Dublin,Clothing,Womenswear,129.03,3,0.0,53.2,2024-01,2024Q1,2024,0.4123
105435,2024-01-05,Cork,Clothing,Kidswear,119.44,2,0.2,19.42,2024-01,2024Q1,2024,0.1626
102525,2024-01-05,Galway,Clothing,Womenswear,113.43,1,0.1,18.92,2024-01,2024Q1,2024,0.1668
104296,2024-01-06,Cork,Electronics,Mobile Accessories,490.81,2,0.0,186.55,2024-01,2024Q1,2024,0.3801
103531,2024-01-06,Cork,Electronics,Mobile Accessories,129.0,1,0.1,23.77,2024-01,2024Q1,2024,0.1843
104205,2024-01-06,Dublin,Electronics,Laptops,533.0,1,0.0,63.95,2024-01,2024Q1,2024,0.12
104207,2024-01-06,Dublin,Clothing,Accessories,405.31,3,0.2,24.54,2024-01,2024Q1,2024,0.0605
104644,2024-01-06,Cork,Clothing,Menswear,140.9,2,0.2,26.67,2024-01,2024Q1,2024,0.1893
100532,2024-01-06,Cork,Clothing,Womenswear,96.87,3,0.05,29.96,2024-01,2024Q1,2024,0.3093
101021,2024-01-06,Limerick,Electronics,Mobile Accessories,577.07,1,0.0,254.14,2024-01,2024Q1,2024,0.4404
100706,2024-01-06,Dublin,Clothing,Kidswear,405.31,3,0.0,171.67,2024-01,2024Q1,2024,0.4236
105411,2024-01-06,Dublin,Grocery,Dairy,48.46,2,0.0,14.68,2024-01,2024Q1,2024,0.3029
102408,2024-01-06,Dublin,Clothing,Footwear,34.1,1,0.15,9.86,2024-01,2024Q1,2024,0.2891
103366,2024-01-07,Cork,Clothing,Kidswear,21.83,1,0.05,8.4,2024-01,2024Q1,2024,0.3848
106040,2024-01-07,Dublin,Homeware,Lighting,156.03,2,0.05,37.55,2024-01,2024Q1,2024,0.2407
105783,2024-01-07,Cork,Clothing,Kidswear,184.28,2,0.0,58.98,2024-01,2024Q1,2024,0.3201
104171,2024-01-07,Dublin,Electronics,Smart Home,181.92,1,0.0,51.53,2024-01,2024Q1,2024,0.2833
103219,2024-01-07,Cork,Clothing,Kidswear,284.73,3,0.1,55.88,2024-01,2024Q1,2024,0.1963
106378,2024-01-07,Cork,Clothing,Menswear,43.89,1,0.2,10.71,2024-01,2024Q1,2024,0.244
100863,2024-01-08,Galway,Electronics,Headphones,627.68,4,0.0,235.3,2024-01,2024Q1,2024,0.3749
103279,2024-01-08,Dublin,Grocery,Beverages,31.92,1,0.2,1.82,2024-01,2024Q1,2024,0.057
102372,2024-01-08,Limerick,Grocery,Dairy,38.67,1,0.05,10.0,2024-01,2024Q1,2024,0.2586
104668,2024-01-08,Cork,Grocery,Fresh Produce,22.74,1,0.0,6.53,2024-01,2024Q1,2024,0.2872
104468,2024-01-08,Dublin,Homeware,Storage,325.2,1,0.0,125.91,2024-01,2024Q1,2024,0.3872
103169,2024-01-08,Cork,Grocery,Bakery,26.89,1,0.0,11.0,2024-01,2024Q1,2024,0.4091
102570,2024-01-08,Dublin,Grocery,Beverages,36.86,1,0.0,14.15,2024-01,2024Q1,2024,0.3839
104048,2024-01-08,Dublin,Electronics,Smart Home,463.08,4,0.1,134.75,2024-01,2024Q1,2024,0.291
104408,2024-01-08,Dublin,Grocery,Bakery,80.27,2,0.15,20.22,2024-01,2024Q1,2024,0.2519
105724,2024-01-09,Cork,Grocery,Dairy,20.0,2,0.0,6.1,2024-01,2024Q1,2024,0.305
102156,2024-01-09,Dublin,Homeware,Bedding,21.37,1,0.15,4.27,2024-01,2024Q1,2024,0.1998
100511,2024-01-09,Dublin,Grocery,Beverages,40.07,1,0.0,11.08,2024-01,2024Q1,2024,0.2765
104999,2024-01-09,Galway,Electronics,Smart Home,99.27,1,0.0,26.59,2024-01,2024Q1,2024,0.2679
103403,2024-01-09,Galway,Homeware,Kitchenware,162.28,2,0.05,46.84,2024-01,2024Q1,2024,0.2886
102526,2024-01-09,Cork,Homeware,Storage,1043.44,4,0.0,271.27,2024-01,2024Q1,2024,0.26
102189,2024-01-09,Galway,Homeware,Furniture,664.53,3,0.15,145.43,2024-01,2024Q1,2024,0.2188
103476,2024-01-09,Dublin,Electronics,Smart Home,721.29,1,0.2,129.09,2024-01,2024Q1,2024,0.179
104976,2024-01-09,Cork,Clothing,Womenswear,12.88,1,0.0,3.67,2024-01,2024Q1,2024,0.2849
104854,2024-01-09,Dublin,Electronics,Laptops,1224.13,2,0.0,547.55,2024-01,2024Q1,2024,0.4473
100814,2024-01-09,Galway,Grocery,Beverages,63.52,2,0.0,14.97,2024-01,2024Q1,2024,0.2357
102577,2024-01-09,Dublin,Homeware,Furniture,275.72,4,0.1,54.68,2024-01,2024Q1,2024,0.1983
105987,2024-01-10,Dublin,Electronics,Headphones,284.92,2,0.1,80.21,2024-01,2024Q1,2024,0.2815
106371,2024-01-10,Limerick,Electronics,TVs,1834.12,4,0.15,421.71,2024-01,2024Q1,2024,0.2299
105337,2024-01-10,Limerick,Grocery,Dairy,33.16,1,0.2,4.04,2024-01,2024Q1,2024,0.1218
106096,2024-01-10,Dublin,Homeware,Bedding,207.0,2,0.0,78.63,2024-01,2024Q1,2024,0.3799
102970,2024-01-10,Dublin,Electronics,Mobile Accessories,297.44,1,0.0,77.76,2024-01,2024Q1,2024,0.2614
104846,2024-01-10,Dublin,Grocery,Fresh Produce,12.03,2,0.0,3.22,2024-01,2024Q1,2024,0.2677
102522,2024-01-10,Limerick,Clothing,Accessories,249.24,4,0.0,111.94,2024-01,2024Q1,2024,0.4491
101905,2024-01-10,Dublin,Grocery,Beverages,21.01,1,0.1,3.43,2024-01,2024Q1,2024,0.1633
100470,2024-01-10,Galway,Grocery,Dairy,10.79,1,0.1,2.97,2024-01,2024Q1,2024,0.2753
101459,2024-01-10,Dublin,Electronics,Smart Home,528.06,3,0.1,178.5,2024-01,2024Q1,2024,0.338
101148,2024-01-10,Dublin,Clothing,Kidswear,305.77,3,0.0,105.64,2024-01,2024Q1,2024,0.3455
102061,2024-01-11,Galway,Homeware,Furniture,78.74,4,0.15,13.45,2024-01,2024Q1,2024,0.1708
104187,2024-01-11,Dublin,Electronics,Mobile Accessories,186.85,1,0.1,47.74,2024-01,2024Q1,2024,0.2555
104462,2024-01-11,Dublin,Homeware,Lighting,817.01,2,0.05,233.43,2024-01,2024Q1,2024,0.2857
103616,2024-01-11,Cork,Clothing,Menswear,193.9,2,0.2,28.57,2024-01,2024Q1,2024,0.1473
103734,2024-01-11,Limerick,Electronics,Laptops,783.26,1,0.05,281.47,2024-01,2024Q1,2024,0.3594
102817,2024-01-11,Cork,Grocery,Snacks,22.08,1,0.15,4.78,2024-01,2024Q1,2024,0.2165
103825,2024-01-11,Dublin,Grocery,Beverages,58.62,3,0.1,12.45,2024-01,2024Q1,2024,0.2124
105315,2024-01-11,Galway,Grocery,Bakery,37.04,1,0.1,12.08,2024-01,2024Q1,2024,0.3261
101020,2024-01-11,Dublin,Grocery,Snacks,12.19,1,0.0,3.72,2024-01,2024Q1,2024,0.3052
102371,2024-01-11,Galway,Electronics,Smart Home,225.69,1,0.1,64.58,2024-01,2024Q1,2024,0.2861
101013,2024-01-12,Galway,Homeware,Lighting,174.57,1,0.0,58.95,2024-01,2024Q1,2024,0.3377
106311,2024-01-12,Limerick,Electronics,TVs,1299.78,2,0.15,254.48,2024-01,2024Q1,2024,0.1958
104884,2024-01-12,Dublin,Homeware,Bedding,162.47,1,0.05,40.54,2024-01,2024Q1,2024,0.2495
100574,2024-01-12,Cork,Clothing,Accessories,180.38,2,0.0,46.52,2024-01,2024Q1,2024,0.2579
102237,2024-01-12,Galway,Grocery,Bakery,39.99,3,0.0,16.28,2024-01,2024Q1,2024,0.4071
102799,2024-01-12,Cork,Homeware,Kitchenware,288.61,1,0.0,95.34,2024-01,2024Q1,2024,0.3303
104961,2024-01-12,Dublin,Homeware,Furniture,849.15,3,0.0,377.51,2024-01,2024Q1,2024,0.4446
100409,2024-01-12,Cork,Homeware,Kitchenware,44.22,2,0.1,11.99,2024-01,2024Q1,2024,0.2711
101190,2024-01-12,Cork,Clothing,Footwear,94.39,1,0.05,32.87,2024-01,2024Q1,2024,0.3482
104112,2024-01-12,Limerick,Electronics,TVs,1611.24,4,0.2,91.12,2024-01,2024Q1,2024,0.0566
104551,2024-01-12,Dublin,Clothing,Menswear,564.85,4,0.0,253.38,2024-01,2024Q1,2024,0.4486
103965,2024-01-13,Dublin,Grocery,Fresh Produce,42.89,2,0.0,14.58,2024-01,2024Q1,2024,0.3399
104071,2024-01-13,Limerick,Electronics,Smart Home,719.42,2,0.2,81.37,2024-01,2024Q1,2024,0.1131
100838,2024-01-13,Dublin,Clothing,Womenswear,70.79,4,0.0,22.65,2024-01,2024Q1,2024,0.32
106468,2024-01-13,Dublin,Homeware,Kitchenware,513.87,4,0.05,105.92,2024-01,2024Q1,2024,0.2061
102249,2024-01-13,Dublin,Homeware,Furniture,186.66,1,0.1,29.96,2024-01,2024Q1,2024,0.1605
102063,2024-01-13,Dublin,Clothing,Footwear,98.65,1,0.0,25.96,2024-01,2024Q1,2024,0.2632
100489,2024-01-14,Limerick,Homeware,Lighting,1116.96,4,0.0,398.07,2024-01,2024Q1,2024,0.3564
105417,2024-01-15,Dublin,Grocery,Dairy,63.96,2,0.15,13.1,2024-01,2024Q1,2024,0.2048
103023,2024-01-15,Cork,Grocery,Snacks,28.18,2,0.05,6.9,2024-01,2024Q1,2024,0.2449
103768,2024-01-15,Cork,Homeware,Storage,367.92,4,0.0,142.49,2024-01,2024Q1,2024,0.3873
106092,2024-01-15,Dublin,Grocery,Dairy,176.69,4,0.0,73.72,2024-01,2024Q1,2024,0.4172
100360,2024-01-15,Limerick,Homeware,Kitchenware,618.78,3,0.15,154.84,2024-01,2024Q1,2024,0.2502
103581,2024-01-15,Galway,Homeware,Bedding,566.16,2,0.0,157.96,2024-01,2024Q1,2024,0.279
101638,2024-01-15,Galway,Electronics,Smart Home,1167.84,2,0.1,215.51,2024-01,2024Q1,2024,0.1845
105049,2024-01-15,Dublin,Clothing,Footwear,191.92,3,0.2,16.63,2024-01,2024Q1,2024,0.0867
103256,2024-01-15,Dublin,Homeware,Kitchenware,1015.54,3,0.15,126.36,2024-01,2024Q1,2024,0.1244
103626,2024-01-15,Dublin,Electronics,Headphones,1501.1,3,0.2,150.51,2024-01,2024Q1,2024,0.1003
103154,2024-01-15,Dublin,Clothing,Menswear,349.07,3,0.1,63.34,2024-01,2024Q1,2024,0.1815
102934,2024-01-16,Dublin,Grocery,Beverages,18.05,1,0.2,1.36,2024-01,2024Q1,2024,0.0753
105425,2024-01-16,Limerick,Grocery,Snacks,41.77,1,0.0,12.04,2024-01,2024Q1,2024,0.2882
104555,2024-01-16,Galway,Grocery,Bakery,27.5,2,0.05,7.15,2024-01,2024Q1,2024,0.26
104443,2024-01-16,Cork,Electronics,TVs,595.05,2,0.0,164.64,2024-01,2024Q1,2024,0.2767
101138,2024-01-16,Galway,Homeware,Kitchenware,893.6,4,0.05,322.72,2024-01,2024Q1,2024,0.3611
100522,2024-01-16,Limerick,Clothing,Womenswear,91.15,1,0.2,19.06,2024-01,2024Q1,2024,0.2091
101481,2024-01-17,Dublin,Homeware,Lighting,1200.19,4,0.2,120.2,2024-01,2024Q1,2024,0.1002
102436,2024-01-17,Limerick,Grocery,Snacks,32.9,1,0.0,8.42,2024-01,2024Q1,2024,0.2559
101661,2024-01-17,Cork,Clothing,Kidswear,100.38,1,0.0,41.27,2024-01,2024Q1,2024,0.4111
106013,2024-01-17,Limerick,Homeware,Bedding,66.0,1,0.05,13.3,2024-01,2024Q1,2024,0.2015
103459,2024-01-17,Limerick,Clothing,Womenswear,117.09,1,0.2,19.16,2024-01,2024Q1,2024,0.1636
100604,2024-01-17,Limerick,Electronics,Headphones,29.51,1,0.15,5.01,2024-01,2024Q1,2024,0.1698
103612,2024-01-17,Cork,Grocery,Dairy,35.48,4,0.15,7.61,2024-01,2024Q1,2024,0.2145
104855,2024-01-17,Dublin,Electronics,TVs,140.44,1,0.0,38.07,2024-01,2024Q1,2024,0.2711
104540,2024-01-18,Cork,Electronics,Mobile Accessories,783.37,3,0.05,251.05,2024-01,2024Q1,2024,0.3205
102342,2024-01-18,Cork,Grocery,Bakery,3.55,1,0.1,0.71,2024-01,2024Q1,2024,0.2
104921,2024-01-18,Galway,Homeware,Storage,427.38,2,0.0,187.4,2024-01,2024Q1,2024,0.4385
102698,2024-01-18,Dublin,Clothing,Womenswear,178.92,2,0.0,47.79,2024-01,2024Q1,2024,0.2671
105805,2024-01-18,Cork,Homeware,Furniture,78.8,2,0.0,31.35,2024-01,2024Q1,2024,0.3978
102717,2024-01-18,Dublin,Homeware,Bedding,232.99,1,0.2,23.76,2024-01,2024Q1,2024,0.102
103625,2024-01-19,Limerick,Homeware,Kitchenware,404.6,2,0.05,110.41,2024-01,2024Q1,2024,0.2729
105201,2024-01-19,Cork,Electronics,Laptops,681.41,4,0.0,238.89,2024-01,2024Q1,2024,0.3506
100832,2024-01-19,Cork,Homeware,Furniture,138.0,3,0.05,50.55,2024-01,2024Q1,2024,0.3663
105544,2024-01-19,Galway,Grocery,Dairy,32.64,4,0.0,11.16,2024-01,2024Q1,2024,0.3419
102834,2024-01-20,Dublin,Electronics,Laptops,407.58,1,0.0,127.59,2024-01,2024Q1,2024,0.313
106427,2024-01-20,Dublin,Electronics,Mobile Accessories,1462.27,2,0.0,564.09,2024-01,2024Q1,2024,0.3858
103152,2024-01-20,Dublin,Clothing,Kidswear,505.91,4,0.0,172.08,2024-01,2024Q1,2024,0.3401
100416,2024-01-20,Galway,Electronics,TVs,1547.24,4,0.1,475.7,2024-01,2024Q1,2024,0.3075
100128,2024-01-20,Cork,Electronics,Mobile Accessories,423.34,2,0.05,109.26,2024-01,2024Q1,2024,0.2581
102158,2024-01-20,Limerick,Electronics,Smart Home,1204.82,2,0.2,291.73,2024-01,2024Q1,2024,0.2421
103133,2024-01-20,Dublin,Grocery,Dairy,56.76,4,0.15,6.12,2024-01,2024Q1,2024,0.1078
105436,2024-01-20,Limerick,Electronics,Headphones,712.08,2,0.0,228.7,2024-01,2024Q1,2024,0.3212
104166,2024-01-21,Dublin,Electronics,Smart Home,1215.66,2,0.0,514.31,2024-01,2024Q1,2024,0.4231
104287,2024-01-21,Galway,Homeware,Lighting,163.22,1,0.15,29.03,2024-01,2024Q1,2024,0.1779
102591,2024-01-21,Galway,Homeware,Storage,183.34,1,0.05,46.03,2024-01,2024Q1,2024,0.2511
106317,2024-01-21,Cork,Clothing,Footwear,46.1,2,0.05,11.32,2024-01,2024Q1,2024,0.2456
100850,2024-01-21,Galway,Clothing,Menswear,92.99,1,0.1,22.56,2024-01,2024Q1,2024,0.2426
100891,2024-01-21,Dublin,Clothing,Menswear,152.08,2,0.1,31.52,2024-01,2024Q1,2024,0.2073
100057,2024-01-21,Cork,Homeware,Bedding,147.33,1,0.1,23.64,2024-01,2024Q1,2024,0.1605
104202,2024-01-21,Dublin,Grocery,Fresh Produce,58.14,2,0.2,3.7,2024-01,2024Q1,2024,0.0636
102754,2024-01-21,Galway,Clothing,Kidswear,211.94,2,0.0,91.59,2024-01,2024Q1,2024,0.4322
102866,2024-01-21,Limerick,Homeware,Furniture,326.13,3,0.2,37.23,2024-01,2024Q1,2024,0.1142
106474,2024-01-21,Cork,Electronics,Mobile Accessories,608.48,2,0.0,152.67,2024-01,2024Q1,2024,0.2509
102202,2024-01-21,Limerick,Clothing,Accessories,76.94,1,0.0,30.01,2024-01,2024Q1,2024,0.39
104077,2024-01-22,Dublin,Grocery,Fresh Produce,56.95,2,0.1,18.19,2024-01,2024Q1,2024,0.3194
105004,2024-01-22,Galway,Clothing,Footwear,51.66,1,0.15,6.56,2024-01,2024Q1,2024,0.127
102919,2024-01-22,Dublin,Clothing,Kidswear,263.28,2,0.05,73.75,2024-01,2024Q1,2024,0.2801
100803,2024-01-22,Galway,Homeware,Lighting,199.91,1,0.0,52.53,2024-01,2024Q1,2024,0.2628
105038,2024-01-22,Dublin,Homeware,Bedding,55.66,1,0.0,17.23,2024-01,2024Q1,2024,0.3096
100078,2024-01-22,Limerick,Grocery,Dairy,16.94,4,0.0,6.03,2024-01,2024Q1,2024,0.356
103464,2024-01-22,Dublin,Grocery,Snacks,40.43,3,0.0,15.71,2024-01,2024Q1,2024,0.3886
101133,2024-01-22,Galway,Electronics,Mobile Accessories,2380.56,4,0.2,331.9,2024-01,2024Q1,2024,0.1394
101036,2024-01-22,Dublin,Grocery,Fresh Produce,39.05,4,0.2,9.69,2024-01,2024Q1,2024,0.2481
104302,2024-01-22,Galway,Homeware,Bedding,161.32,2,0.2,30.75,2024-01,2024Q1,2024,0.1906
101305,2024-01-22,Limerick,Clothing,Footwear,108.86,2,0.1,33.92,2024-01,2024Q1,2024,0.3116
105891,2024-01-22,Dublin,Electronics,Headphones,1681.76,4,0.15,236.71,2024-01,2024Q1,2024,0.1408
105446,2024-01-23,Dublin,Clothing,Accessories,114.91,1,0.1,17.93,2024-01,2024Q1,2024,0.156
102756,2024-01-23,Galway,Grocery,Fresh Produce,54.64,2,0.15,10.17,2024-01,2024Q1,2024,0.1861
101799,2024-01-23,Limerick,Homeware,Lighting,1062.16,4,0.0,381.41,2024-01,2024Q1,2024,0.3591
100208,2024-01-23,Dublin,Electronics,Laptops,444.41,1,0.05,147.14,2024-01,2024Q1,2024,0.3311
102048,2024-01-23,Cork,Electronics,Smart Home,184.01,1,0.15,27.37,2024-01,2024Q1,2024,0.1487
101003,2024-01-23,Dublin,Clothing,Menswear,72.56,2,0.05,16.11,2024-01,2024Q1,2024,0.222
105864,2024-01-23,Limerick,Clothing,Accessories,137.64,2,0.0,36.37,2024-01,2024Q1,2024,0.2642
101465,2024-01-24,Cork,Grocery,Bakery,71.02,2,0.05,17.19,2024-01,2024Q1,2024,0.242
101461,2024-01-24,Cork,Grocery,Bakery,34.12,4,0.0,12.26,2024-01,2024Q1,2024,0.3593
104233,2024-01-24,Cork,Electronics,Smart Home,218.89,1,0.15,53.17,2024-01,2024Q1,2024,0.2429
101641,2024-01-24,Cork,Clothing,Footwear,84.24,1,0.05,25.64,2024-01,2024Q1,2024,0.3044
101213,2024-01-24,Galway,Clothing,Accessories,65.27,1,0.2,4.4,2024-01,2024Q1,2024,0.0674
102565,2024-01-24,Dublin,Grocery,Bakery,45.8,1,0.0,12.82,2024-01,2024Q1,2024,0.2799
106031,2024-01-24,Galway,Grocery,Fresh Produce,33.36,1,0.05,7.4,2024-01,2024Q1,2024,0.2218
106352,2024-01-24,Limerick,Grocery,Beverages,56.59,3,0.0,16.15,2024-01,2024Q1,2024,0.2854
105882,2024-01-24,Limerick,Electronics,Headphones,218.4,2,0.0,76.7,2024-01,2024Q1,2024,0.3512
103107,2024-01-24,Galway,Homeware,Furniture,286.28,1,0.1,79.13,2024-01,2024Q1,2024,0.2764
105372,2024-01-24,Dublin,Electronics,Mobile Accessories,242.81,1,0.0,88.56,2024-01,2024Q1,2024,0.3647
103286,2024-01-25,Galway,Homeware,Lighting,307.18,2,0.15,91.81,2024-01,2024Q1,2024,0.2989
103513,2024-01-25,Dublin,Homeware,Lighting,299.14,1,0.05,96.47,2024-01,2024Q1,2024,0.3225
101679,2024-01-25,Cork,Clothing,Footwear,66.09,1,0.15,13.8,2024-01,2024Q1,2024,0.2088
100619,2024-01-25,Limerick,Clothing,Womenswear,211.82,2,0.0,61.86,2024-01,2024Q1,2024,0.292
103013,2024-01-25,Limerick,Electronics,Mobile Accessories,448.88,1,0.0,196.98,2024-01,2024Q1,2024,0.4388
105867,2024-01-25,Cork,Clothing,Kidswear,248.85,3,0.2,20.78,2024-01,2024Q1,2024,0.0835
104211,2024-01-25,Dublin,Homeware,Storage,120.06,1,0.05,36.02,2024-01,2024Q1,2024,0.3
101243,2024-01-25,Dublin,Clothing,Kidswear,243.22,3,0.0,70.66,2024-01,2024Q1,2024,0.2905
104717,2024-01-25,Cork,Grocery,Bakery,22.0,1,0.0,6.29,2024-01,2024Q1,2024,0.2859
101468,2024-01-25,Galway,Homeware,Kitchenware,564.6,4,0.0,210.16,2024-01,2024Q1,2024,0.3722
103610,2024-01-25,Dublin,Clothing,Accessories,29.27,1,0.05,9.19,2024-01,2024Q1,2024,0.314
102933,2024-01-26,Dublin,Homeware,Furniture,523.32,2,0.0,193.56,2024-01,2024Q1,2024,0.3699
105942,2024-01-26,Cork,Homeware,Lighting,99.31,1,0.0,34.53,2024-01,2024Q1,2024,0.3477
105862,2024-01-26,Galway,Grocery,Snacks,23.43,1,0.2,5.66,2024-01,2024Q1,2024,0.2416
100253,2024-01-26,Cork,Grocery,Snacks,36.98,1,0.0,10.49,2024-01,2024Q1,2024,0.2837
102921,2024-01-26,Limerick,Clothing,Footwear,8.44,1,0.05,2.56,2024-01,2024Q1,2024,0.3033
102102,2024-01-26,Dublin,Electronics,Mobile Accessories,198.8,1,0.05,50.93,2024-01,2024Q1,2024,0.2562
105491,2024-01-26,Cork,Grocery,Bakery,115.83,3,0.2,27.2,2024-01,2024Q1,2024,0.2348
106094,2024-01-26,Galway,Clothing,Kidswear,59.14,2,0.15,11.07,2024-01,2024Q1,2024,0.1872
102431,2024-01-26,Dublin,Grocery,Bakery,41.35,1,0.0,14.23,2024-01,2024Q1,2024,0.3441
101734,2024-01-27,Dublin,Electronics,Smart Home,739.31,2,0.15,207.94,2024-01,2024Q1,2024,0.2813
104564,2024-01-27,Galway,Electronics,TVs,1010.5,2,0.0,453.33,2024-01,2024Q1,2024,0.4486
103821,2024-01-27,Cork,Grocery,Fresh Produce,25.84,2,0.15,6.48,2024-01,2024Q1,2024,0.2508
102149,2024-01-27,Galway,Homeware,Lighting,136.0,2,0.15,38.52,2024-01,2024Q1,2024,0.2832
104318,2024-01-27,Dublin,Clothing,Accessories,30.8,2,0.15,7.36,2024-01,2024Q1,2024,0.239
100121,2024-01-27,Cork,Grocery,Fresh Produce,26.58,3,0.2,5.0,2024-01,2024Q1,2024,0.1881
101304,2024-01-27,Cork,Homeware,Bedding,527.58,2,0.0,72.65,2024-01,2024Q1,2024,0.1377
106125,2024-01-27,Limerick,Electronics,Headphones,496.64,2,0.05,182.27,2024-01,2024Q1,2024,0.367
103204,2024-01-27,Dublin,Grocery,Snacks,21.46,2,0.0,9.2,2024-01,2024Q1,2024,0.4287
104671,2024-01-27,Galway,Electronics,Laptops,2186.6,4,0.1,567.79,2024-01,2024Q1,2024,0.2597
104951,2024-01-27,Cork,Electronics,Headphones,121.86,1,0.0,38.45,2024-01,2024Q1,2024,0.3155
104541,2024-01-28,Limerick,Electronics,Mobile Accessories,1840.59,3,0.1,564.89,2024-01,2024Q1,2024,0.3069
100728,2024-01-28,Dublin,Homeware,Bedding,470.51,3,0.2,43.29,2024-01,2024Q1,2024,0.092
100672,2024-01-28,Galway,Grocery,Snacks,5.7,1,0.0,2.1,2024-01,2024Q1,2024,0.3684
105422,2024-01-28,Dublin,Electronics,Headphones,1326.34,2,0.05,529.11,2024-01,2024Q1,2024,0.3989
104831,2024-01-28,Galway,Homeware,Kitchenware,331.9,2,0.05,105.95,2024-01,2024Q1,2024,0.3192
105498,2024-01-28,Cork,Homeware,Storage,42.68,1,0.15,7.49,2024-01,2024Q1,2024,0.1755
