OrderID,OrderDate,Store,Category,SubCategory,Sales,Quantity,Discount,Profit
104791,2025-06-01,Dublin,Clothing,Kidswear,283.59,3,0,109.82
105866,16/03/2024,Dublin,Clothing,Footwear,11.14,1,0,3.17
106008,08-02-2024,Dublin,Electronics,Laptops,637.46,1,,132.11
103159,2024-12-14,Dublin,Clothing,Womenswear,179.77,2,0,56.56
104278,28/09/2025,Dublin,Electronics,Smart Home,1398.17,2,0.15,358.68
101363,13-10-2024,Limerick,Electronics,Smart Home,224.1,1,0,71.74
102305,25/03/2025,Cork,Homeware,Storage,280.59,1,0,85.81
100131,2024-12-23,Dublin,Homeware,Bedding,64.09,1,0,26.62
100354,01/11/2025,Dublin,Grocery,Bakery,48.75,1,0.05,11.82
100438,2025-09-20,Galway,Electronics,Laptops,804.57,3,0,232.62
105447,27/03/2024,Galway,Homeware,Storage,709.56,4,0,219.09
105136,04/04/2025,Dublin,Clothing,Womenswear,71.48,3,0.2,15.07
102608,14-03-2024,Dublin,Grocery,Fresh Produce,12.95,1,0.05,5.02
106250,2025-06-06,Galway,Clothing,Accessories,366.24,4,0.2,64.04
106089,07-03-2025,Cork,Homeware,Kitchenware,394.56,3,0,113.91
105514,15/03/2025,Dublin,Homeware,Storage,906.45,3,0.15,228.85
106473,2025-02-10,Dublin,Grocery,Dairy,35.14,2,0.05,13.44
101861,03/06/2024,Cork,Homeware,Kitchenware,131.74,1,0.1,44.64
101858,21-08-2025,Dublin,Homeware,Bedding,682.36,3,0,218.11
105926,23-09-2025,Galway,Clothing,Accessories,26.33,1,0.2,3.17
103083,11-05-2024,Limerick,Electronics,Laptops,562.16,1,0.1,139.23
100821,22/07/2024,Dublin,Clothing,Kidswear,35.72,1,0.15,6.97
100365,28-04-2024,Dublin,Clothing,Menswear,159.39,2,0.15,
103734,2024-11-01,Limerick,Electronics,Laptops,783.26,1,0.05,281.47
102958,06/02/2025,Limerick,Clothing,Footwear,19.66,1,0,5.12
104868,2024-02-25,Galway,Homeware,Lighting,534.87,3,0.2,79.31
105718,03/05/2025,Limerick,Clothing,Menswear,104.88,2,0.2,12.84
102918,30/06/2025,Cork,Grocery,Beverages,17.47,1,0,6.74
105856,22-12-2024,Dublin,Clothing,Womenswear,64.14,2,0.2,14.01
100190,2025-11-28,Cork,Grocery,Dairy,28.56,1,0,9.66
103852,10-01-2025,Cork,Clothing,Accessories,259.95,3,0.15,65.33
100409,12-01-2024,Cork,Homeware,Kitchenware,44.22,2,0.1,11.99
104473,24-06-2025,Dublin,Clothing,Womenswear,446.66,4,0.1,
102269,2025-07-06,Dublin,Electronics,Laptops,1852.1,4,0.15,353.41
104173,2025-07-18,Cork,Homeware,Bedding,855.9,3,0,382.49
103838,17-08-2025,Dublin,Electronics,TVs,553.04,1,0,159.24
103068,20-06-2024,Galway,Clothing,Menswear,387.12,4,0.2,
102177,02/04/2025,Dublin,Homeware,Kitchenware,172.12,1,0.15,37.84
103111,2025-03-26,Limerick,Electronics,Laptops,999.62,2,0.1,274.07
105408,04/03/2024,Galway,Homeware,Bedding,73.3,1,0.1,12.0
100381,2025-10-14,Dublin,Homeware,Lighting,328.44,1,0.2,78.54
103921,18-10-2025,Dublin,Clothing,Footwear,162.67,3,0,53.06
102848,26/04/2025,Galway,Homeware,Lighting,430.8,2,0.05,157.51
101359,25/01/2025,Cork,Clothing,Womenswear,187.84,2,0.15,19.24
101487,18-10-2024,Dublin,Electronics,Smart Home,1147.84,2,0.2,168.97
101268,2025-01-21,Galway,Homeware,Bedding,39.03,1,0,16.84
102108,2025-08-02,Cork,Grocery,Bakery,5.75,1,0.2,1.12
100660,2024-05-19,Cork,Grocery,Beverages,23.17,1,0,8.91
100471,12-09-2024,Dublin,Clothing,Footwear,37.62,1,0.05,10.34
100083,11/06/2024,Dublin,Electronics,TVs,321.99,1,0.2,21.71
100647,10/12/2025,Dublin,Homeware,Kitchenware,286.81,2,0.15,33.72
104111,05/02/2024,Cork,Clothing,Accessories,198.04,2,0,55.57
101000,10/07/2024,Dublin,Homeware,Furniture,304.57,4,0,92.81
102683,22-11-2025,Dublin,Homeware,Lighting,260.98,2,0.05,76.3
101961,2025-11-11,Galway,Clothing,Womenswear,159.1,2,0.15,24.81
106059,22-01-2025,Galway,Electronics,Mobile Accessories,1310.22,3,0,427.13
105175,21/06/2025,Galway,Electronics,Headphones,1547.36,4,0.1,259.04
106379,30-07-2024,Dublin,Grocery,Bakery,139.66,4,0.05,35.61
102193,2024-07-17,Dublin,Clothing,Kidswear,92.54,1,0.15,23.48
104915,2025-12-21,Galway,Clothing,Menswear,387.91,4,0,110.01
102865,06-12-2025,Dublin,Clothing,Accessories,138.01,1,0.05,49.74
102775,08-01-2025,Cork,Homeware,Storage,466.98,2,0.05,145.21
106167,17-06-2025,Cork,Homeware,Storage,56.84,1,0.2,12.28
102760,05/01/2025,Dublin,Grocery,Bakery,30.21,1,0,7.65
104059,2025-05-02,Galway,Electronics,Laptops,183.85,1,0.15,19.1
105274,2024-10-06,Dublin,Electronics,Mobile Accessories,117.97,1,0.15,32.94
103377,01-12-2025,Dublin,Electronics,TVs,194.84,3,0,75.81
103937,19-07-2024,Limerick,Clothing,Womenswear,75.69,1,0,26.75
102768,15-02-2024,Dublin,Grocery,Fresh Produce,72.47,2,0,29.16
105404,2025-12-02,Cork,Electronics,Laptops,203.7,1,0,78.44
102888,18-05-2025,Limerick,Electronics,Smart Home,430.4,2,0,163.46
102247,07-09-2025,Cork,Homeware,Storage,550.6,2,0.2,32.89
104507,21/05/2025,Dublin,Homeware,Kitchenware,183.61,3,,36.52
104587,18-07-2024,Dublin,Clothing,Kidswear,68.02,1,0.2,5.77
102587,09/04/2025,Galway,Clothing,Womenswear,122.16,2,0.2,27.91
100345,18-10-2024,Dublin,Electronics,Laptops,2569.74,4,0,715.87
100972,05-06-2024,Cork,Clothing,Menswear,98.13,1,0.2,7.45
100185,02-11-2024,Cork,Clothing,Accessories,232.85,4,0,87.63
102712,19/07/2024,Galway,Electronics,Mobile Accessories,164.66,1,,47.47
100056,2024-02-23,Limerick,Grocery,Bakery,128.21,4,0.15,37.43
101883,26-11-2025,Cork,Electronics,Smart Home,112.61,1,,13.56
104730,09-09-2024,Cork,Grocery,Dairy,15.61,1,0.05,4.19
102916,2025-09-21,Dublin,Homeware,Lighting,332.82,1,0,94.29
101030,27/03/2024,Dublin,Homeware,Bedding,287.75,2,0.1,81.51
104284,2024-10-17,Cork,Clothing,Menswear,48.45,1,0.15,12.37
100338,27-05-2024,Cork,Clothing,Menswear,52.33,1,0.15,13.21
103983,30/11/2025,Limerick,Homeware,Lighting,1320.09,4,0.1,216.79
104698,19-02-2024,Dublin,Grocery,Snacks,67.32,2,0.15,18.29
102524,15/10/2025,Dublin,Electronics,Laptops,1034.82,4,0.1,285.48
106088,24/04/2024,Dublin,Electronics,Smart Home,274.78,2,0.1,64.89
103828,31-08-2025,Dublin,Homeware,Furniture,247.95,1,0.2,
103079,17/12/2024,Dublin,Electronics,Mobile Accessories,1010.18,1,0.1,217.96
102699,2024-08-09,Limerick,Clothing,Footwear,19.74,2,0,7.1
106247,20/07/2025,Dublin,Grocery,Beverages,43.11,1,0,14.06
105431,2024-09-17,Dublin,Electronics,Mobile Accessories,295.87,2,0,132.65
102678,2024-12-07,Dublin,Homeware,Kitchenware,1111.58,3,0.1,197.94
101853,2024-10-12,Cork,Grocery,Bakery,89.34,3,0.2,12.96
101418,18/07/2025,Cork,Grocery,Beverages,34.94,2,0.05,11.38
106024,2025-04-21,Cork,Grocery,Beverages,64.9,2,0.15,6.91
105249,24-07-2024,Cork,Homeware,Furniture,214.8,4,0,87.42
100741,2024-10-26,Galway,Clothing,Menswear,25.28,1,0,7.23
104855,17/01/2024,Dublin,Electronics,TVs,140.44,1,0,38.07
104899,26/02/2025,Dublin,Electronics,TVs,882.23,2,0.15,238.12
101521,2025-05-06,Dublin,Homeware,Furniture,67.87,1,0.15,16.87
100018,13-03-2024,Galway,Electronics,Laptops,67.13,1,0.2,12.35
100711,27/12/2025,Cork,Clothing,Footwear,86.52,3,0.2,19.07
102724,2025-06-12,Dublin,Clothing,Menswear,46.3,1,0,13.51
103972,29-11-2024,Limerick,Electronics,Headphones,635.35,1,0,159.35
104458,2024-07-21,Cork,Electronics,Mobile Accessories,205.08,4,0,80.6
101700,02-02-2024,Cork,Grocery,Dairy,30.88,1,0,8.18
106481,26-12-2024,Dublin,Homeware,Lighting,848.24,3,0,305.81
101038,20-06-2024,Galway,Electronics,Headphones,646.14,3,0,232.27
104923,21-05-2024,Cork,Clothing,Accessories,35.05,1,0,11.73
103721,29-05-2025,Galway,Homeware,Bedding,921.92,4,0.05,278.44
102595,26/11/2025,Dublin,Homeware,Bedding,66.09,1,0,23.51
105745,15/09/2025,Cork,Homeware,Kitchenware,21.73,1,0.1,6.37
103051,2025-04-11,Limerick,Clothing,Accessories,332.73,3,0.05,67.43
104656,26-08-2024,Dublin,Electronics,Smart Home,1034.09,3,0,314.0
101450,11-09-2025,Cork,Homeware,Lighting,323.25,3,0.05,66.25
100456,2024-10-03,Galway,Clothing,Footwear,119.84,4,0.15,32.37
103419,2024-12-08,Limerick,Grocery,Snacks,66.51,1,0,17.14
102214,2024-08-21,Galway,Clothing,Kidswear,187.78,2,0.1,56.5
103554,04-03-2025,Dublin,Grocery,Dairy,29.46,3,0,12.45
105553,22-09-2025,Dublin,Electronics,Mobile Accessories,97.82,2,0,37.47
102472,2025-09-06,Dublin,Homeware,Bedding,294.41,1,0.15,56.66
103850,08-11-2024,Dublin,Homeware,Furniture,273.7,2,0.15,55.54
105124,06-02-2024,Cork,Homeware,Furniture,447.5,2,0,158.65
105366,26-08-2024,Dublin,Electronics,Laptops,845.07,4,0,327.91
104944,19/11/2025,Galway,Grocery,Snacks,219.52,4,0,59.36
106476,06/09/2025,Cork,Homeware,Lighting,174.74,1,0,55.24
103581,15-01-2024,Galway,Homeware,Bedding,566.16,2,0,157.96
105750,06/11/2025,Limerick,Electronics,Smart Home,2405.84,3,0,1056.46
101445,05/01/2025,Limerick,Grocery,Snacks,10.25,2,,2.83
105062,12/10/2025,Cork,Clothing,Menswear,96.74,1,0,30.53
103682,14/10/2024,Galway,Homeware,Storage,26.15,1,0,6.68
105921,06/10/2024,Dublin,Clothing,Menswear,106.23,1,0,46.98
102929,22-05-2025,Galway,Homeware,Bedding,959.64,4,0.1,177.98
101726,26/10/2024,Dublin,Clothing,Menswear,56.65,2,0,14.7
102740,18/12/2024,Galway,Grocery,Dairy,72.46,2,0.15,12.71
101197,2024-02-11,Dublin,Grocery,Fresh Produce,26.15,3,0.15,3.6
104166,21/01/2024,Dublin,Electronics,Smart Home,1215.66,2,0,514.31
101390,04/01/2024,Dublin,Clothing,Accessories,28.03,1,0,9.9
100794,17/07/2024,Limerick,Homeware,Storage,168.64,2,0.05,43.02
103660,01/03/2025,Dublin,Homeware,Storage,197.13,1,0,81.02
105050,01/07/2024,Cork,Clothing,Accessories,9.22,1,0.1,3.11
102898,02-01-2025,Dublin,Clothing,Womenswear,27.91,1,0.05,
101724,18/09/2024,Cork,Electronics,TVs,464.24,4,0.1,86.19
102072,30-04-2025,Limerick,Clothing,Accessories,31.59,3,0,11.56
105299,2025-01-30,Cork,Clothing,Womenswear,34.12,4,0,10.64
101257,11/03/2024,Dublin,Grocery,Bakery,31.06,1,0,12.96
104926,2025-07-24,Dublin,Grocery,Beverages,34.59,1,0,15.55
106118,23/09/2024,Galway,Homeware,Lighting,133.18,2,0.15,30.17
106339,22-09-2024,Cork,Homeware,Bedding,48.88,1,0.1,16.21
100715,04-11-2025,Dublin,Electronics,TVs,997.09,1,0.15,99.74
105395,03-07-2024,Dublin,Electronics,Laptops,360.94,3,0.15,36.11
104867,04/01/2024,Cork,Homeware,Storage,133.26,3,0,45.65
105528,03/11/2025,Limerick,Grocery,Dairy,124.59,2,0.2,8.79
104429,28-03-2024,Dublin,Homeware,Bedding,1371.21,4,,304.74
101438,2025-07-10,Dublin,Clothing,Menswear,90.25,2,0.15,19.45
102925,20/02/2025,Limerick,Grocery,Beverages,45.26,1,0.1,6.92
100800,07/05/2025,Galway,Grocery,Snacks,9.8,1,,0.51
100996,2025-08-08,Limerick,Homeware,Storage,248.46,1,0.1,54.94
104410,08/05/2025,Galway,Clothing,Accessories,24.0,1,0,10.28
102733,2024-02-18,Limerick,Homeware,Furniture,275.48,2,0,91.54
100654,20-03-2024,Dublin,Clothing,Footwear,14.67,1,0,4.27
103460,2024-09-22,Galway,Electronics,Headphones,343.6,2,0,119.61
103857,2025-04-03,Cork,Clothing,Menswear,57.18,1,0.15,6.2
100053,12-05-2025,Dublin,Grocery,Snacks,135.79,4,0.05,29.34
100595,23-10-2024,Cork,Homeware,Storage,42.82,2,0.15,11.21
102516,03-11-2025,Dublin,Homeware,Lighting,687.47,2,0,294.69
104973,01/03/2024,Galway,Clothing,Accessories,81.3,3,0.2,9.93
103468,19/03/2024,Galway,Clothing,Accessories,438.0,4,0.05,132.18
101332,2024-12-04,Limerick,Clothing,Womenswear,277.98,4,0.05,108.7
102080,2024-10-12,Cork,Clothing,Kidswear,58.29,1,0.1,18.56
100674,08/03/2025,Cork,Clothing,Kidswear,20.58,2,0.1,7.11
102409,09/04/2025,Cork,Clothing,Womenswear,77.98,2,0.1,17.36
105336,29/03/2025,Galway,Clothing,Menswear,122.78,2,0.15,14.0
101288,15/12/2024,Limerick,Electronics,Smart Home,768.24,1,0,249.39
102366,2024-10-13,Dublin,Grocery,Beverages,90.41,2,0,38.79
102639,28-08-2024,Galway,Electronics,Laptops,277.22,1,0.15,71.09
100165,26/04/2024,Dublin,Homeware,Lighting,368.34,2,0,146.47
105367,11/09/2024,Limerick,Homeware,Kitchenware,293.2,1,0.2,19.62
102651,01-02-2024,Dublin,Grocery,Bakery,150.51,4,0,67.51
102622,2025-06-07,Dublin,Clothing,Accessories,104.14,1,0.05,36.2
106428,12/11/2024,Galway,Clothing,Menswear,83.05,1,0,30.79
101837,2024-10-22,Dublin,Grocery,Bakery,6.39,2,0.05,
103014,18-09-2025,Dublin,Clothing,Accessories,70.46,1,0,26.32
106330,27-03-2025,Dublin,Homeware,Kitchenware,55.75,1,0.05,13.34
103064,09-06-2025,Dublin,Homeware,Furniture,467.72,3,0.2,89.2
102371,2024-11-01,Galway,Electronics,Smart Home,225.69,1,0.1,64.58
101167,28-05-2025,Dublin,Grocery,Fresh Produce,9.84,1,0,3.23
105997,2024-03-14,Cork,Grocery,Snacks,5.52,2,0.1,1.03
105532,22/04/2024,Limerick,Grocery,Bakery,27.11,1,0.05,10.25
101857,16/09/2024,Dublin,Electronics,Headphones,1105.24,4,0.1,335.81
104170,2025-11-11,Galway,Grocery,Dairy,25.87,2,0,9.5
104696,09/04/2024,Galway,Clothing,Menswear,149.8,2,0,50.13
100695,30-11-2024,Cork,Electronics,Headphones,327.91,1,0.15,69.29
100237,20/09/2025,Limerick,Clothing,Kidswear,11.32,1,0.2,0.58
102832,2025-12-17,Dublin,Homeware,Furniture,1124.04,4,0.05,410.57
105052,09-06-2024,Limerick,Clothing,Kidswear,205.14,2,0,55.1
103591,27-03-2024,Galway,Electronics,Smart Home,612.76,1,0,271.62
101771,26/08/2024,Cork,Grocery,Beverages,27.44,1,0,12.18
101334,07/12/2025,Dublin,Clothing,Footwear,63.03,1,0.2,5.93
104246,2024-12-08,Cork,Clothing,Footwear,164.89,2,0,55.32
100666,25-11-2025,Dublin,Homeware,Lighting,298.38,1,0,116.2
105417,15/01/2024,Dublin,Grocery,Dairy,63.96,2,0.15,13.1
104072,24/04/2024,Cork,Homeware,Kitchenware,268.62,3,0.15,63.25
104690,11/02/2024,Dublin,Clothing,Kidswear,91.85,1,0.15,11.49
101719,07/12/2024,Dublin,Homeware,Storage,816.27,4,0.2,53.96
106328,12-11-2024,Galway,Grocery,Fresh Produce,24.33,1,0,8.88
101294,01/09/2024,Dublin,Clothing,Footwear,101.72,1,0,32.61
101317,25-12-2024,Limerick,Electronics,Mobile Accessories,430.26,1,0.1,128.41
104904,05/11/2025,Limerick,Clothing,Kidswear,69.76,3,0,23.26
101814,24/05/2024,Galway,Clothing,Footwear,148.86,2,0,41.23
103688,02/04/2025,Galway,Clothing,Kidswear,94.63,1,0.05,20.89
104205,06/01/2024,Dublin,Electronics,Laptops,533.0,1,,63.95
102169,2024-06-09,Dublin,Homeware,Bedding,80.29,1,0,32.2
105063,14/11/2024,Limerick,Electronics,Headphones,1386.45,4,0.1,455.32
102854,03-02-2024,Dublin,Homeware,Kitchenware,210.08,1,0.15,22.8
103797,18-07-2024,Dublin,Grocery,Fresh Produce,25.22,1,0.2,3.58
103601,26/05/2025,Dublin,Clothing,Kidswear,199.66,2,0,53.38
100036,11/09/2024,Dublin,Electronics,Smart Home,2622.46,4,0.05,932.32
101169,2024-04-02,Dublin,Electronics,Laptops,770.87,3,0,228.68
106371,2024-10-01,Limerick,Electronics,TVs,1834.12,4,0.15,421.71
102985,2024-07-04,Dublin,Homeware,Bedding,275.75,2,,53.67
100590,2025-07-07,Galway,Homeware,Storage,393.14,2,0.15,97.58
103285,2024-12-23,Dublin,Homeware,Furniture,414.67,1,0.2,77.15
102317,25-02-2025,Galway,Grocery,Dairy,19.02,1,0.1,4.81
102083,2025-07-15,Cork,Homeware,Furniture,451.4,2,0.05,
102290,18-08-2024,Cork,Electronics,TVs,32.89,2,0,10.08
102512,06/02/2024,Dublin,Electronics,Headphones,231.32,1,0,101.14
102757,09/05/2025,Dublin,Electronics,Laptops,1320.9,3,0,515.43
101921,2025-07-27,Galway,Grocery,Dairy,16.95,1,0.05,4.55
103590,2025-03-28,Dublin,Homeware,Storage,243.89,1,0,87.22
100605,2025-05-02,Galway,Homeware,Bedding,391.1,2,0.05,124.21
102001,20-10-2025,Galway,Electronics,Headphones,419.39,1,0.05,136.52
100002,31-01-2024,Dublin,Homeware,Storage,424.56,2,0,130.25
105221,03/05/2025,Dublin,Clothing,Menswear,105.27,1,0.05,34.92
102389,31-12-2024,Galway,Clothing,Accessories,110.57,1,0.1,21.94
101081,16/07/2025,Dublin,Clothing,Menswear,124.75,1,0,51.31
104280,17/05/2025,Dublin,Homeware,Lighting,426.05,2,0.05,128.27
103104,15-07-2024,Dublin,Homeware,Kitchenware,159.0,1,0,47.37
102172,2024-09-08,Dublin,Homeware,Furniture,589.81,2,,195.57
102299,2025-03-21,Limerick,Grocery,Snacks,57.77,2,0,21.51
100845,16/12/2024,Dublin,Electronics,Laptops,2540.15,3,0.15,649.04
101598,16/07/2025,Dublin,Electronics,Laptops,523.54,1,0.05,142.73
102996,17/11/2024,Cork,Homeware,Lighting,443.77,3,0.2,61.94
105464,2025-12-05,Dublin,Homeware,Storage,1472.38,4,0.1,283.18
103711,2024-04-24,Dublin,Homeware,Storage,398.82,4,0.1,91.52
100914,2024-12-28,Dublin,Grocery,Bakery,27.82,1,0,10.12
106351,2025-09-15,Limerick,Electronics,Laptops,334.55,1,0.1,97.09
102549,12/10/2025,Cork,Electronics,Mobile Accessories,1227.95,4,0.2,166.49
101897,2024-09-25,Cork,Grocery,Snacks,20.18,1,0.05,5.03
106133,01-11-2024,Dublin,Homeware,Furniture,1093.85,3,0,368.02
105662,2024-10-20,Limerick,Homeware,Bedding,616.83,3,0,156.89
102920,20-08-2025,Galway,Grocery,Dairy,9.85,1,0.05,3.92
102792,11-11-2025,Cork,Electronics,TVs,266.84,2,0.05,99.03
105328,23/05/2024,Galway,Grocery,Snacks,10.66,1,0.05,3.21
104358,29-06-2024,Dublin,Electronics,TVs,574.46,1,0,165.36
102939,01-11-2025,Galway,Grocery,Snacks,94.14,2,0,27.98
103586,30/11/2025,Dublin,Homeware,Storage,363.92,1,0.1,107.99
102807,16-12-2025,Dublin,Grocery,Fresh Produce,62.15,1,0.1,11.69
103910,27-02-2024,Limerick,Homeware,Storage,61.52,1,0,26.07
100529,07/06/2025,Cork,Homeware,Lighting,169.6,1,0.2,36.6
100756,02-03-2025,Galway,Homeware,Storage,140.61,3,0.05,52.61
102722,2024-09-30,Cork,Clothing,Womenswear,36.46,1,0.1,9.38
101592,08/02/2024,Dublin,Electronics,Mobile Accessories,200.4,1,0,51.31
105679,2025-10-02,Cork,Clothing,Menswear,55.84,1,0.2,3.05
106154,22/04/2025,Galway,Clothing,Menswear,83.4,2,0.2,13.86
101891,30/11/2025,Dublin,Homeware,Bedding,284.97,3,0.15,41.56
103458,2025-05-24,Limerick,Homeware,Kitchenware,70.86,2,0.2,4.2
105482,11-06-2024,Galway,Electronics,Smart Home,1062.46,2,0.2,136.37
105987,10/01/2024,Dublin,Electronics,Headphones,284.92,2,0.1,80.21
102464,19/02/2024,Dublin,Clothing,Footwear,80.39,2,0.2,15.7
105108,21/09/2025,Dublin,Electronics,Smart Home,655.72,1,0.2,65.64
100102,18/03/2024,Dublin,Homeware,Lighting,1336.35,4,,369.96
103016,2025-10-26,Cork,Electronics,Headphones,305.97,1,0,108.29
102399,2024-02-24,Dublin,Electronics,Laptops,2598.22,4,0.1,568.21
104193,29/08/2025,Galway,Electronics,Mobile Accessories,105.43,1,0.15,23.96
100661,2024-11-15,Galway,Clothing,Womenswear,98.06,1,0.2,16.12
102257,03/01/2024,Cork,Clothing,Footwear,38.52,2,0.05,11.0
104331,05/07/2024,Dublin,Electronics,Headphones,346.55,3,0.2,63.15
100919,2025-02-13,Cork,Clothing,Womenswear,20.29,1,0.2,
103021,02-03-2025,Galway,Electronics,Smart Home,578.82,1,0.05,213.51
100458,08-08-2024,Galway,Clothing,Menswear,49.62,1,0,18.75
104195,21-08-2025,Galway,Grocery,Snacks,87.96,4,0.05,24.79
104834,2024-08-04,Dublin,Homeware,Bedding,76.28,4,0,20.56
105897,2025-02-28,Dublin,Clothing,Womenswear,63.89,4,0,26.2
104405,23/11/2025,Limerick,Electronics,TVs,618.44,1,0,227.7
102617,2025-11-22,Cork,Clothing,Womenswear,143.92,1,0.1,40.17
104934,2025-09-29,Cork,Electronics,Laptops,363.76,2,0,156.51
105641,2025-07-19,Dublin,Grocery,Snacks,16.02,1,0,7.19
106177,27-06-2025,Dublin,Grocery,Dairy,11.02,2,0.2,1.98
103681,25-04-2025,Dublin,Electronics,Headphones,293.95,1,0.1,86.86
106336,2025-02-02,Dublin,Clothing,Footwear,221.31,2,0,57.14
102492,2025-11-30,Cork,Grocery,Dairy,6.61,1,0,1.76
105025,26/08/2024,Dublin,Electronics,Mobile Accessories,696.39,2,0.2,117.82
102860,28-11-2024,Dublin,Homeware,Bedding,298.62,1,0.1,102.25
100669,30/06/2024,Cork,Grocery,Bakery,20.68,1,0,6.35
100413,2025-12-11,Cork,Grocery,Beverages,53.8,1,0,20.84
102203,2025-07-27,Dublin,Grocery,Beverages,36.02,1,0.2,5.43
103409,21-03-2024,Cork,Homeware,Kitchenware,825.72,3,0,336.62
100048,29/03/2025,Cork,Clothing,Accessories,57.94,1,0.15,7.4
101766,01/02/2025,Limerick,Electronics,TVs,68.76,2,0.1,16.97
100575,03-09-2025,Galway,Grocery,Fresh Produce,51.82,2,0,17.38
106358,2024-08-09,Galway,Electronics,TVs,554.69,2,0,151.42
101971,28-06-2025,Dublin,Electronics,Mobile Accessories,1110.81,2,0.1,217.17
106436,02/08/2024,Dublin,Homeware,Kitchenware,457.41,3,0,201.87
103520,17/07/2024,Limerick,Grocery,Dairy,39.94,2,0.15,5.69
103191,26/07/2025,Dublin,Grocery,Beverages,140.53,4,0,43.12
106227,06/10/2024,Cork,Grocery,Snacks,39.0,2,0,14.6
100246,25/10/2024,Galway,Clothing,Accessories,95.58,1,0.05,32.87
103474,06/07/2025,Cork,Homeware,Lighting,218.88,1,0,59.07
104329,17-05-2024,Limerick,Clothing,Footwear,172.2,2,0,59.19
101406,2025-08-06,Galway,Grocery,Bakery,121.35,4,0,45.85
105654,15-08-2024,Cork,Clothing,Accessories,98.81,1,0,33.91
104531,31-10-2025,Cork,Electronics,Headphones,169.12,1,0.05,49.58
103121,2025-03-17,Galway,Grocery,Fresh Produce,33.86,2,0.2,7.87
103289,16-02-2025,Cork,Homeware,Storage,90.1,2,0.1,24.69
103892,06/04/2024,Limerick,Clothing,Menswear,323.91,3,0.2,44.15
100984,2025-03-05,Cork,Homeware,Lighting,338.58,3,0.1,92.15
100612,10/04/2025,Dublin,Grocery,Bakery,22.3,1,0.15,5.09
103020,01/03/2025,Galway,Grocery,Dairy,24.02,1,0.15,2.97
102614,2025-09-13,Dublin,Homeware,Bedding,329.01,2,0,142.73
105672,2025-03-26,Galway,Homeware,Furniture,213.86,2,0,95.61
105565,2025-07-22,Limerick,Grocery,Bakery,134.78,4,0.1,40.2
102569,10/11/2025,Limerick,Grocery,Snacks,93.31,2,0,41.06
101849,25/01/2025,Cork,Electronics,Headphones,1086.82,4,0,289.71
104476,2024-09-11,Galway,Grocery,Beverages,5.92,1,0.15,1.23
101969,2025-02-12,Galway,Electronics,TVs,297.09,1,0,116.09
102913,2024-04-17,Dublin,Grocery,Snacks,28.36,2,0,7.39
101613,06/09/2025,Galway,Clothing,Menswear,107.58,1,0,36.89
103057,09/09/2025,Dublin,Homeware,Furniture,584.27,2,0,170.88
102114,13-04-2024,Limerick,Homeware,Kitchenware,56.69,1,0,23.29
102964,09-02-2025,Dublin,Homeware,Storage,255.41,1,0,
102835,12/06/2024,Galway,Electronics,Headphones,953.94,2,0,372.5
